Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year
Kaluga,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Karatayka,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Starobachaty,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
cedar,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo,2013,34804,31844,38674,35991,36637,45015,50775,52553,43969,36330,38288,40444,485324
Keperveem,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-kut,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirov,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kogalym,2013,11786,10676,12016,11588,11962,12052,12047,12585,11818,11903,11021,11769,141223
Kodinsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolpaşevo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Komsomolsk-on-Amur,2013,55,112,280,1319,1616,3469,4583,4614,9556,2526,1552,2698,32380
Kondinskoye,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Koryaki (Koryaksky),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotkin,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlas,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar (Paszkowski),2013,178427,167355,190985,203920,247483,275115,310185,323377,293818,240101,218788,240869,2890423
Krasnoselkup,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk (Emelyanovo),2013,135145,127461,146244,145036,158967,197026,221864,233318,194936,163613,159442,171187,2054239
Krasnoyarsk (Cheremshanka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Mound,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurilsk (Clear),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Kursk (Eastern),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
red,2013,451,627,636,1028,1120,1437,2211,2186,1647,1751,1587,1335,16016
Labozhskoe,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Zabaykalsk,2013,4281,2198,4931,5859,8084,4519,8042,9888,6952,7274,6669,6245,74942
Лешуконское,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipetsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Magadan-13),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Falcon),2013,19076,20389,23745,26911,28911,35404,42207,44034,38812,34544,26676,30974,371683
Magnitogorsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Maikop,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Mom,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Manila,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
brand,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Makhachkala (Uytash),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezhdurechensk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezen,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkovo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral water,2013,88630,79183,97444,103701,135548,146455,157866,173419,151219,128101,107783,124486,1493835
Peaceful,2013,14094,13940,16436,17940,20417,23488,28202,27400,22717,19277,16960,20079,240950
Moscow (Bykovo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Vnukovo),2013,650751,583539,698571,861005,915848,1080464,1208860,1277220,1119925,977052,913762,935182,11222179
Moscow (Domodedovo),2013,2093318,1849441,2202719,2178771,2576529,3001446,3379555,3541170,3180182,2572423,2126584,2609285,31311423
Moscow (Ostafyevo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Sheremetyevo),2013,1879105,1756948,2108831,2188614,2481258,2818363,3080499,3088705,2785742,2524218,2167339,2443602,29323224
Мотыгино,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Murmansk,2013,38942,36508,44626,45185,55293,61559,63309,65722,57288,52273,46492,51563,618760
Cape Schmidt,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape-Stone,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadym,2013,11066,10089,11451,12326,14412,15403,16119,15700,14312,13424,14324,13511,162137
Nazran (Magas / Sleptsovskaya),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nalchik,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Naryan-Mar,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelkan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerungri (Chulman),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nes,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nižneangarsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhnevartovsk,2013,39350,38239,43247,45027,49033,67175,78666,78303,59351,47031,46269,53790,645481
Nizhneudinsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhny Novgorod (Strigino),2013,51441,48021,59739,64638,75788,94255,99576,100116,96227,79446,72622,76534,918403
lower Pesha,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolaevsk-on-Amur,2013,2590,2523,2808,2976,3421,3858,3755,4159,4181,3565,3236,3370,40442
Nikolskoye,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Novokuznetsk,2013,9617,9294,10764,10040,12030,18063,19185,21056,17766,15045,15568,14403,172831
Novosibirsk (North),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosibirsk (Tolmachyovo),2013,236505,215938,251823,252686,275457,331779,389820,410274,353710,299224,289100,300574,3606890
New Urengoy,2013,52141,49043,55845,59594,64115,66839,69141,70848,64796,58689,59297,60941,731289
Nogliki,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Norilsk,2013,30787,23879,29056,32757,46423,51584,58797,60471,51554,38596,30958,41351,496213
Norilьsk (But),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Noyabrsk,2013,15496,14920,17450,18625,19011,21347,22009,22682,20361,17148,17875,18811,225735
Нюрба,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Luengo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Olekminsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
SUV,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
ohm,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Omolon,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Omsk (central),2013,62012,55815,65160,65288,76273,99020,113394,118455,97945,74336,66615,81301,975614
Omsukçan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle (South),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Orenburg (central),2013,27804,27644,31939,36313,48927,63377,70589,75431,62922,46757,39847,48323,579873
Orsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ossora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Okha,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Okhotsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Palana,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahachi,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevek,2013,1100,1648,1204,2084,2000,2068,2522,2535,2289,2621,1532,1964,23567
Penza,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bakharevka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bolshoye Savino),2013,67722,66443,77523,81715,92018,115733,126140,131216,115680,100740,86291,96475,1157696
Gerbil (Kolguev Island),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Besovets),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Sands),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Petropavlovsk (Yelizovo),2013,37020,33112,39049,39992,50153,61977,75261,80132,65829,55525,41358,52673,632081
Pechora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
pioneer,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Plast,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Podkamyennaya Tunguska,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline Osipenko,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Polar,2013,3060,2978,3432,3421,4344,5470,5586,5595,5727,4161,4145,4356,52275
Providence (Providence Harbor),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Pskov (crosses),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogachevo (Amderma-2),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Rostov-on-Don,2013,135503,124682,144233,159855,195657,215646,234159,252337,225707,185044,160874,184882,2218579
Rostov-on-Don,2018,135503,124682,144233,159855,195657,215646,234159,252337,225707,185044,160874,184882,2218579
Rostov-on-Don,2019,135503,124682,144233,159855,195657,215646,234159,252337,225707,185044,160874,184882,2218579
Rostov-on-Don,2019,135503,124682,0,0,0,0,0,0,0,0,0,0,260142
Sabetta,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakkırır,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Salekhard,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Kurumoch),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Smyshlyaevka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangar,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Petersburg (Pulkovo),2013,720923,641556,786802,878877,1173910,1441678,1560179,1569558,1278403,1060189,883348,1090493,13085916
Saransk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratov (central),2013,19784,19036,23344,25626,29083,34527,40405,43340,37896,33888,29908,30622,367459
Saskılah,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Svetlogorsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
North-Yenisei,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
North Even,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymçan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Simferopol,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
sheaf,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Sobolevo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Sovetskaya Gavan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Soviet,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Solovki,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Sochi,2013,121138,122226,139381,131169,161788,245218,318350,353910,312481,192525,157497,205062,2460745
Среднеколымск,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Stavropol (Shpakovskoye),2013,18156,17377,19123,18790,20362,23015,23699,23911,22139,20832,21448,20805,249657
Stary Oskol,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Strezhevoy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsearn,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Surgut,2013,79560,78164,89102,90804,109050,134229,146440,149518,124448,106816,98516,109695,1316342
Syktyvkar,2013,19727,19184,23334,25780,29937,40513,45593,50756,40697,34284,29252,32642,391699
Taganrog (Southern),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Taz,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Таксимо,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Talakan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tambov,2013,812,1135,1197,1889,2123,2895,4107,3968,2497,2158,1881,2242,26904
Container,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarko-Sale,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Shalym,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigil,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiksi,2013,605,1030,1050,1228,1218,1822,1775,2481,1972,1371,1017,1415,16984
Tilichiki,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobolsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolka,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomsk (Bogashevo),2013,27991,28309,31708,34556,36292,43992,49500,51725,44573,40064,38163,38807,465680
Troitsky-Pechora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tugur,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel (Mountain),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Turukhansk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Plekhanovo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Roschino),2013,89111,86203,96620,101180,114125,134835,148375,154689,131076,109259,101071,115140,1381684
Uda,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulan Ude (Mukhino),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (Barataevka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (East),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Flora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Urengoy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kamchatsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kara,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kuyga,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kut,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Maya,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Nera,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Khairyuzovo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ufa,2013,142779,130538,148848,155600,186312,217729,238699,240632,211886,183280,163838,183649,2203790
Ukhta,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk (MVL),2013,1404,1169,1315,1425,1356,1061,1694,2131,2563,1653,1852,1602,19225
Khabarovsk (New),2013,125096,120557,145853,145640,155811,181410,212695,225045,194474,167484,151583,165968,1991616
royal,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Khanty-Mansiysk,2013,16028,17019,22028,21899,20681,25209,28663,27138,24788,23140,25591,22926,275110
Harwell,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Khatanga,2013,827,644,920,1203,1561,2411,1277,2599,1506,1334,1115,1400,16797
Herpuchi,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Honuu (Girl),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Khorey Vere,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
remedy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheboksary,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Chyegdomyn,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelyabinsk (Balandino),2013,78772,75176,87695,88786,98480,120008,129449,132493,119490,97963,82625,100994,1211931
Cherepovets,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherskiy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Chizha,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Reads (tub),2013,18957,17369,20235,21684,21691,31298,34768,34733,31096,28323,22240,25672,308066
Çokurdah,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Çumikan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Şarıpovo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakhtars'k,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Şoyna,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Shushenskoe,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Egvekinot (Bay Cross),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekimçan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Elista,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
ESSO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
South kurilsk (Mendeleevo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuzhno-(Khomutovo),2013,58935,53135,65190,60522,67027,79921,91586,94014,79567,71862,67403,71742,860904
Yakutsk,2013,43111,41027,54894,58929,61118,83947,102772,110087,83320,73801,63311,70574,846891
Yakutsk (Magan),2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Yamburg,2013,5396,5482,5550,5826,5126,5174,5129,5106,5235,5526,5197,5341,64088
Yaroslavl (Tunoshna),2013,420,1121,982,468,740,811,893,979,1177,1177,1738,955,11461
Yartsevo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Abakan,2012,6141,6790,7258,9291,10554,13048,13398,14015,10729,8707,9585,9956,119472
Aikhal,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Loss,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Amderma,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Anadyr,2012,2813,3788,4964,5762,7617,8930,8214,8316,7493,8269,9056,6838,82060
Anapa (Vitjazevo),2012,9421,8958,12789,14476,21950,94604,136912,137484,86331,28175,19910,51910,622920
Antypayuta,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Apatite (Khibiny),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Vaskovo),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Talagy),2012,45941,44939,54310,52997,60191,71587,73444,72914,64422,56089,54494,59212,710540
Astrakhan (Narimanovo),2012,18176,18235,21106,31760,30450,27484,28486,33126,34956,33027,26942,27613,331361
Achinsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Trip,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Auctions,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Baykit,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnaul (Titov Name),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
In Salah,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
white Mountain,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgorod,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Novy Urengoy,2012,4529,4327,4833,8503,8255,9961,10227,10888,9122,8163,8380,7926,95114
Belushi,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beringovsky (Branch PCF ""A / P Chukotka"")",2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Biisk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Blagoveshchensk,2012,9766,10364,12372,14426,17417,24660,30258,29373,25196,19667,19418,19356,232273
Bovanenkovo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogorodskoe,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Boguçanı,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodaybo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryansk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Bugulma,2012,3208,2834,3714,4820,4450,5082,7925,7546,6929,5900,3107,5047,60562
Petrel,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanavara,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Varandey,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Верхневилюйск,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Vizhas,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Viljujsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Витим,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladivostok (Knevichi),2012,112936,105237,116657,122985,128804,147597,164471,170922,151057,135296,119598,134142,1609702
Vladikavkaz (Beslan),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Volgograd (Gumrak),2012,30538,30607,35171,40779,53856,60610,66751,69315,63377,49361,41687,49277,591329
Vologda,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Volokovaya,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorkuta,2012,4559,4661,4560,4822,6554,7643,6744,6603,6583,5613,4913,5750,69005
Voronezh (Chertovitskoe),2012,17540,18856,22018,22775,27023,33015,35552,36114,32180,23942,21542,26414,316971
Vuktyl,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelendzhik,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorno-Altaisk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrible (North),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kervan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
deputy,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Dudinka,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeisk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekaterinburg (Koltsovo),2012,236540,221061,251973,266633,314738,366767,404167,419827,380335,308740,287507,314390,3772678
Ekaterinburg (Uktus),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Yelizovo (Avachinskiy),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitorafik,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Erbogaçen,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigansk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhukovsky,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulf Lawrence (Lawrence),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeyskaya,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Zonalnoe,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Zыrjanka,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivanovo (Yuzhny),2012,893,638,762,758,865,807,1151,882,930,839,727,841,10093
Igarka,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhevsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhma,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiga,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Inta,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshkar-Ola,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Irkutsk,2012,87108,84044,96762,99527,101836,128765,156126,156593,124408,106580,103537,113208,1358494
Harbin,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazan,2012,85057,83174,95134,96620,119872,149536,161114,164964,160122,133795,124274,124878,1498540
Kazachinskoye (Kazachinsko),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad (Hrabrovo),2012,72571,66898,77893,86480,100581,117669,140538,138979,112506,97622,89333,100097,1201167
Kaluga,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Karatayka,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Starobachaty,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
cedar,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo,2012,22004,19430,22166,25928,27212,38397,44342,44713,39338,29219,32673,31402,376824
Keperveem,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-kut,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirov,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kogalym,2012,12714,12659,12990,13181,13494,13576,13970,14191,13249,13122,12238,13217,158601
Kodinsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolpaşevo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Komsomolsk-on-Amur,2012,4,45,2,125,51,2046,3112,3180,2633,2546,139,1262,15145
Kondinskoye,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Koryaki (Koryaksky),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotkin,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlas,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar (Paszkowski),2012,175945,151137,170998,185397,213068,251289,291328,301779,258163,219254,190138,218954,2627450
Krasnoselkup,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk (Emelyanovo),2012,119502,116939,129159,127764,137433,183303,210808,219820,186057,149141,145218,156831,1881975
Krasnoyarsk (Cheremshanka),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Mound,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurilsk (Clear),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Kursk (Eastern),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
red,2012,654,588,1033,1315,1605,1564,2396,1711,768,716,815,1197,14362
Labozhskoe,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Zabaykalsk,2012,4702,4712,5405,6073,7159,7779,7934,8461,6271,7759,3035,6299,75589
Лешуконское,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipetsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Magadan-13),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Falcon),2012,15602,16481,19301,20597,24347,30723,38634,40606,34225,30097,23653,26751,321017
Magnitogorsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Maikop,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Mom,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Manila,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
brand,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Makhachkala (Uytash),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezhdurechensk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezen,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkovo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral water,2012,85296,68953,79001,91278,107819,129405,145732,153293,128169,104448,92552,107813,1293759
Peaceful,2012,26501,27227,29734,29484,30245,34798,33771,37517,32546,32737,29580,31285,375425
Moscow (Bykovo),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Vnukovo),2012,570969,513753,601257,724951,817151,979934,1102368,1135496,1001941,847018,722869,819792,9837499
Moscow (Domodedovo),2012,1846941,1586263,1850300,2042656,2267260,2751577,3139513,3232687,2875168,2418399,2080266,2371912,28462942
Moscow (Ostafyevo),2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Sheremetyevo),2012,1730419,1605672,1839271,1927912,2100607,2470916,2756826,2842147,2634008,2217255,1955171,2189109,26269313
Мотыгино,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Murmansk,2012,34968,35295,41178,42572,47640,53060,82291,53613,49852,45314,41917,47973,575673
Cape Schmidt,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape-Stone,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
